project,name,category,description,doap,download_page,homepage,license,programming_language,mailing_list,repository,bug_database,maintainer_name,maintainer_email,release_version,release_date
accumulo,Apache Accumulo,big-data,"The Apache Accumulo sorted, distributed key/value store is
      based on Google's BigTable design. It is built on top of Apache Hadoop,
      Apache Zookeeper, and Apache Thrift. It features a few novel improvements
      on the BigTable design in the form of cell-level access labels and a
      server-side programming mechanism that can modify key/value pairs at
      various points in the data management process.",https://accumulo.apache.org/doap/accumulo.rdf,https://accumulo.apache.org/downloads,https://accumulo.apache.org,http://usefulinc.com/doap/licenses/asl20,Java,https://accumulo.apache.org/contact-us,['https://gitbox.apache.org/repos/asf/accumulo.git'],https://github.com/apache/accumulo/issues,Apache Accumulo PMC,mailto:dev@accumulo.apache.org,2.1.3,2024-08-12
accumulo,Apache Accumulo,big-data,"The Apache Accumulo sorted, distributed key/value store is
      based on Google's BigTable design. It is built on top of Apache Hadoop,
      Apache Zookeeper, and Apache Thrift. It features a few novel improvements
      on the BigTable design in the form of cell-level access labels and a
      server-side programming mechanism that can modify key/value pairs at
      various points in the data management process.",https://accumulo.apache.org/doap/accumulo.rdf,https://accumulo.apache.org/downloads,https://accumulo.apache.org,http://usefulinc.com/doap/licenses/asl20,Java,https://accumulo.apache.org/contact-us,['https://gitbox.apache.org/repos/asf/accumulo.git'],https://github.com/apache/accumulo/issues,Apache Accumulo PMC,mailto:dev@accumulo.apache.org,1.10.4,2023-11-16
accumulo,Apache Accumulo,big-data,"The Apache Accumulo sorted, distributed key/value store is
      based on Google's BigTable design. It is built on top of Apache Hadoop,
      Apache Zookeeper, and Apache Thrift. It features a few novel improvements
      on the BigTable design in the form of cell-level access labels and a
      server-side programming mechanism that can modify key/value pairs at
      various points in the data management process.",https://accumulo.apache.org/doap/accumulo.rdf,https://accumulo.apache.org/downloads,https://accumulo.apache.org,http://usefulinc.com/doap/licenses/asl20,Java,https://accumulo.apache.org/contact-us,['https://gitbox.apache.org/repos/asf/accumulo.git'],https://github.com/apache/accumulo/issues,Apache Accumulo PMC,mailto:dev@accumulo.apache.org,2.1.2,2023-08-21
accumulo,Apache Accumulo,big-data,"The Apache Accumulo sorted, distributed key/value store is
      based on Google's BigTable design. It is built on top of Apache Hadoop,
      Apache Zookeeper, and Apache Thrift. It features a few novel improvements
      on the BigTable design in the form of cell-level access labels and a
      server-side programming mechanism that can modify key/value pairs at
      various points in the data management process.",https://accumulo.apache.org/doap/accumulo.rdf,https://accumulo.apache.org/downloads,https://accumulo.apache.org,http://usefulinc.com/doap/licenses/asl20,Java,https://accumulo.apache.org/contact-us,['https://gitbox.apache.org/repos/asf/accumulo.git'],https://github.com/apache/accumulo/issues,Apache Accumulo PMC,mailto:dev@accumulo.apache.org,3.0.0,2023-08-21
accumulo,Apache Accumulo,big-data,"The Apache Accumulo sorted, distributed key/value store is
      based on Google's BigTable design. It is built on top of Apache Hadoop,
      Apache Zookeeper, and Apache Thrift. It features a few novel improvements
      on the BigTable design in the form of cell-level access labels and a
      server-side programming mechanism that can modify key/value pairs at
      various points in the data management process.",https://accumulo.apache.org/doap/accumulo.rdf,https://accumulo.apache.org/downloads,https://accumulo.apache.org,http://usefulinc.com/doap/licenses/asl20,Java,https://accumulo.apache.org/contact-us,['https://gitbox.apache.org/repos/asf/accumulo.git'],https://github.com/apache/accumulo/issues,Apache Accumulo PMC,mailto:dev@accumulo.apache.org,2.1.1,2023-06-19
accumulo,Apache Accumulo,big-data,"The Apache Accumulo sorted, distributed key/value store is
      based on Google's BigTable design. It is built on top of Apache Hadoop,
      Apache Zookeeper, and Apache Thrift. It features a few novel improvements
      on the BigTable design in the form of cell-level access labels and a
      server-side programming mechanism that can modify key/value pairs at
      various points in the data management process.",https://accumulo.apache.org/doap/accumulo.rdf,https://accumulo.apache.org/downloads,https://accumulo.apache.org,http://usefulinc.com/doap/licenses/asl20,Java,https://accumulo.apache.org/contact-us,['https://gitbox.apache.org/repos/asf/accumulo.git'],https://github.com/apache/accumulo/issues,Apache Accumulo PMC,mailto:dev@accumulo.apache.org,1.10.3,2023-04-13
accumulo,Apache Accumulo,big-data,"The Apache Accumulo sorted, distributed key/value store is
      based on Google's BigTable design. It is built on top of Apache Hadoop,
      Apache Zookeeper, and Apache Thrift. It features a few novel improvements
      on the BigTable design in the form of cell-level access labels and a
      server-side programming mechanism that can modify key/value pairs at
      various points in the data management process.",https://accumulo.apache.org/doap/accumulo.rdf,https://accumulo.apache.org/downloads,https://accumulo.apache.org,http://usefulinc.com/doap/licenses/asl20,Java,https://accumulo.apache.org/contact-us,['https://gitbox.apache.org/repos/asf/accumulo.git'],https://github.com/apache/accumulo/issues,Apache Accumulo PMC,mailto:dev@accumulo.apache.org,2.1.0,2022-11-01
accumulo,Apache Accumulo,big-data,"The Apache Accumulo sorted, distributed key/value store is
      based on Google's BigTable design. It is built on top of Apache Hadoop,
      Apache Zookeeper, and Apache Thrift. It features a few novel improvements
      on the BigTable design in the form of cell-level access labels and a
      server-side programming mechanism that can modify key/value pairs at
      various points in the data management process.",https://accumulo.apache.org/doap/accumulo.rdf,https://accumulo.apache.org/downloads,https://accumulo.apache.org,http://usefulinc.com/doap/licenses/asl20,Java,https://accumulo.apache.org/contact-us,['https://gitbox.apache.org/repos/asf/accumulo.git'],https://github.com/apache/accumulo/issues,Apache Accumulo PMC,mailto:dev@accumulo.apache.org,1.10.2,2022-02-13
accumulo,Apache Accumulo,big-data,"The Apache Accumulo sorted, distributed key/value store is
      based on Google's BigTable design. It is built on top of Apache Hadoop,
      Apache Zookeeper, and Apache Thrift. It features a few novel improvements
      on the BigTable design in the form of cell-level access labels and a
      server-side programming mechanism that can modify key/value pairs at
      various points in the data management process.",https://accumulo.apache.org/doap/accumulo.rdf,https://accumulo.apache.org/downloads,https://accumulo.apache.org,http://usefulinc.com/doap/licenses/asl20,Java,https://accumulo.apache.org/contact-us,['https://gitbox.apache.org/repos/asf/accumulo.git'],https://github.com/apache/accumulo/issues,Apache Accumulo PMC,mailto:dev@accumulo.apache.org,2.0.1,2020-12-24
accumulo,Apache Accumulo,big-data,"The Apache Accumulo sorted, distributed key/value store is
      based on Google's BigTable design. It is built on top of Apache Hadoop,
      Apache Zookeeper, and Apache Thrift. It features a few novel improvements
      on the BigTable design in the form of cell-level access labels and a
      server-side programming mechanism that can modify key/value pairs at
      various points in the data management process.",https://accumulo.apache.org/doap/accumulo.rdf,https://accumulo.apache.org/downloads,https://accumulo.apache.org,http://usefulinc.com/doap/licenses/asl20,Java,https://accumulo.apache.org/contact-us,['https://gitbox.apache.org/repos/asf/accumulo.git'],https://github.com/apache/accumulo/issues,Apache Accumulo PMC,mailto:dev@accumulo.apache.org,1.10.1,2020-12-22
accumulo,Apache Accumulo,big-data,"The Apache Accumulo sorted, distributed key/value store is
      based on Google's BigTable design. It is built on top of Apache Hadoop,
      Apache Zookeeper, and Apache Thrift. It features a few novel improvements
      on the BigTable design in the form of cell-level access labels and a
      server-side programming mechanism that can modify key/value pairs at
      various points in the data management process.",https://accumulo.apache.org/doap/accumulo.rdf,https://accumulo.apache.org/downloads,https://accumulo.apache.org,http://usefulinc.com/doap/licenses/asl20,Java,https://accumulo.apache.org/contact-us,['https://gitbox.apache.org/repos/asf/accumulo.git'],https://github.com/apache/accumulo/issues,Apache Accumulo PMC,mailto:dev@accumulo.apache.org,1.10.0,2020-09-03
accumulo,Apache Accumulo,big-data,"The Apache Accumulo sorted, distributed key/value store is
      based on Google's BigTable design. It is built on top of Apache Hadoop,
      Apache Zookeeper, and Apache Thrift. It features a few novel improvements
      on the BigTable design in the form of cell-level access labels and a
      server-side programming mechanism that can modify key/value pairs at
      various points in the data management process.",https://accumulo.apache.org/doap/accumulo.rdf,https://accumulo.apache.org/downloads,https://accumulo.apache.org,http://usefulinc.com/doap/licenses/asl20,Java,https://accumulo.apache.org/contact-us,['https://gitbox.apache.org/repos/asf/accumulo.git'],https://github.com/apache/accumulo/issues,Apache Accumulo PMC,mailto:dev@accumulo.apache.org,2.0.0,2019-08-02
accumulo,Apache Accumulo,big-data,"The Apache Accumulo sorted, distributed key/value store is
      based on Google's BigTable design. It is built on top of Apache Hadoop,
      Apache Zookeeper, and Apache Thrift. It features a few novel improvements
      on the BigTable design in the form of cell-level access labels and a
      server-side programming mechanism that can modify key/value pairs at
      various points in the data management process.",https://accumulo.apache.org/doap/accumulo.rdf,https://accumulo.apache.org/downloads,https://accumulo.apache.org,http://usefulinc.com/doap/licenses/asl20,Java,https://accumulo.apache.org/contact-us,['https://gitbox.apache.org/repos/asf/accumulo.git'],https://github.com/apache/accumulo/issues,Apache Accumulo PMC,mailto:dev@accumulo.apache.org,1.9.3,2019-04-10
accumulo,Apache Accumulo,big-data,"The Apache Accumulo sorted, distributed key/value store is
      based on Google's BigTable design. It is built on top of Apache Hadoop,
      Apache Zookeeper, and Apache Thrift. It features a few novel improvements
      on the BigTable design in the form of cell-level access labels and a
      server-side programming mechanism that can modify key/value pairs at
      various points in the data management process.",https://accumulo.apache.org/doap/accumulo.rdf,https://accumulo.apache.org/downloads,https://accumulo.apache.org,http://usefulinc.com/doap/licenses/asl20,Java,https://accumulo.apache.org/contact-us,['https://gitbox.apache.org/repos/asf/accumulo.git'],https://github.com/apache/accumulo/issues,Apache Accumulo PMC,mailto:dev@accumulo.apache.org,2.0.0-alpha-2,2019-01-31
accumulo,Apache Accumulo,big-data,"The Apache Accumulo sorted, distributed key/value store is
      based on Google's BigTable design. It is built on top of Apache Hadoop,
      Apache Zookeeper, and Apache Thrift. It features a few novel improvements
      on the BigTable design in the form of cell-level access labels and a
      server-side programming mechanism that can modify key/value pairs at
      various points in the data management process.",https://accumulo.apache.org/doap/accumulo.rdf,https://accumulo.apache.org/downloads,https://accumulo.apache.org,http://usefulinc.com/doap/licenses/asl20,Java,https://accumulo.apache.org/contact-us,['https://gitbox.apache.org/repos/asf/accumulo.git'],https://github.com/apache/accumulo/issues,Apache Accumulo PMC,mailto:dev@accumulo.apache.org,2.0.0-alpha-1,2018-10-14
accumulo,Apache Accumulo,big-data,"The Apache Accumulo sorted, distributed key/value store is
      based on Google's BigTable design. It is built on top of Apache Hadoop,
      Apache Zookeeper, and Apache Thrift. It features a few novel improvements
      on the BigTable design in the form of cell-level access labels and a
      server-side programming mechanism that can modify key/value pairs at
      various points in the data management process.",https://accumulo.apache.org/doap/accumulo.rdf,https://accumulo.apache.org/downloads,https://accumulo.apache.org,http://usefulinc.com/doap/licenses/asl20,Java,https://accumulo.apache.org/contact-us,['https://gitbox.apache.org/repos/asf/accumulo.git'],https://github.com/apache/accumulo/issues,Apache Accumulo PMC,mailto:dev@accumulo.apache.org,1.9.2,2018-07-19
accumulo,Apache Accumulo,big-data,"The Apache Accumulo sorted, distributed key/value store is
      based on Google's BigTable design. It is built on top of Apache Hadoop,
      Apache Zookeeper, and Apache Thrift. It features a few novel improvements
      on the BigTable design in the form of cell-level access labels and a
      server-side programming mechanism that can modify key/value pairs at
      various points in the data management process.",https://accumulo.apache.org/doap/accumulo.rdf,https://accumulo.apache.org/downloads,https://accumulo.apache.org,http://usefulinc.com/doap/licenses/asl20,Java,https://accumulo.apache.org/contact-us,['https://gitbox.apache.org/repos/asf/accumulo.git'],https://github.com/apache/accumulo/issues,Apache Accumulo PMC,mailto:dev@accumulo.apache.org,1.9.1,2018-05-14
accumulo,Apache Accumulo,big-data,"The Apache Accumulo sorted, distributed key/value store is
      based on Google's BigTable design. It is built on top of Apache Hadoop,
      Apache Zookeeper, and Apache Thrift. It features a few novel improvements
      on the BigTable design in the form of cell-level access labels and a
      server-side programming mechanism that can modify key/value pairs at
      various points in the data management process.",https://accumulo.apache.org/doap/accumulo.rdf,https://accumulo.apache.org/downloads,https://accumulo.apache.org,http://usefulinc.com/doap/licenses/asl20,Java,https://accumulo.apache.org/contact-us,['https://gitbox.apache.org/repos/asf/accumulo.git'],https://github.com/apache/accumulo/issues,Apache Accumulo PMC,mailto:dev@accumulo.apache.org,1.9.0,2018-04-18
accumulo,Apache Accumulo,big-data,"The Apache Accumulo sorted, distributed key/value store is
      based on Google's BigTable design. It is built on top of Apache Hadoop,
      Apache Zookeeper, and Apache Thrift. It features a few novel improvements
      on the BigTable design in the form of cell-level access labels and a
      server-side programming mechanism that can modify key/value pairs at
      various points in the data management process.",https://accumulo.apache.org/doap/accumulo.rdf,https://accumulo.apache.org/downloads,https://accumulo.apache.org,http://usefulinc.com/doap/licenses/asl20,Java,https://accumulo.apache.org/contact-us,['https://gitbox.apache.org/repos/asf/accumulo.git'],https://github.com/apache/accumulo/issues,Apache Accumulo PMC,mailto:dev@accumulo.apache.org,1.7.4,2018-03-23
accumulo,Apache Accumulo,big-data,"The Apache Accumulo sorted, distributed key/value store is
      based on Google's BigTable design. It is built on top of Apache Hadoop,
      Apache Zookeeper, and Apache Thrift. It features a few novel improvements
      on the BigTable design in the form of cell-level access labels and a
      server-side programming mechanism that can modify key/value pairs at
      various points in the data management process.",https://accumulo.apache.org/doap/accumulo.rdf,https://accumulo.apache.org/downloads,https://accumulo.apache.org,http://usefulinc.com/doap/licenses/asl20,Java,https://accumulo.apache.org/contact-us,['https://gitbox.apache.org/repos/asf/accumulo.git'],https://github.com/apache/accumulo/issues,Apache Accumulo PMC,mailto:dev@accumulo.apache.org,1.7.3,2017-03-26
accumulo,Apache Accumulo,big-data,"The Apache Accumulo sorted, distributed key/value store is
      based on Google's BigTable design. It is built on top of Apache Hadoop,
      Apache Zookeeper, and Apache Thrift. It features a few novel improvements
      on the BigTable design in the form of cell-level access labels and a
      server-side programming mechanism that can modify key/value pairs at
      various points in the data management process.",https://accumulo.apache.org/doap/accumulo.rdf,https://accumulo.apache.org/downloads,https://accumulo.apache.org,http://usefulinc.com/doap/licenses/asl20,Java,https://accumulo.apache.org/contact-us,['https://gitbox.apache.org/repos/asf/accumulo.git'],https://github.com/apache/accumulo/issues,Apache Accumulo PMC,mailto:dev@accumulo.apache.org,1.8.1,2017-02-27
accumulo,Apache Accumulo,big-data,"The Apache Accumulo sorted, distributed key/value store is
      based on Google's BigTable design. It is built on top of Apache Hadoop,
      Apache Zookeeper, and Apache Thrift. It features a few novel improvements
      on the BigTable design in the form of cell-level access labels and a
      server-side programming mechanism that can modify key/value pairs at
      various points in the data management process.",https://accumulo.apache.org/doap/accumulo.rdf,https://accumulo.apache.org/downloads,https://accumulo.apache.org,http://usefulinc.com/doap/licenses/asl20,Java,https://accumulo.apache.org/contact-us,['https://gitbox.apache.org/repos/asf/accumulo.git'],https://github.com/apache/accumulo/issues,Apache Accumulo PMC,mailto:dev@accumulo.apache.org,1.6.6,2016-09-19
accumulo,Apache Accumulo,big-data,"The Apache Accumulo sorted, distributed key/value store is
      based on Google's BigTable design. It is built on top of Apache Hadoop,
      Apache Zookeeper, and Apache Thrift. It features a few novel improvements
      on the BigTable design in the form of cell-level access labels and a
      server-side programming mechanism that can modify key/value pairs at
      various points in the data management process.",https://accumulo.apache.org/doap/accumulo.rdf,https://accumulo.apache.org/downloads,https://accumulo.apache.org,http://usefulinc.com/doap/licenses/asl20,Java,https://accumulo.apache.org/contact-us,['https://gitbox.apache.org/repos/asf/accumulo.git'],https://github.com/apache/accumulo/issues,Apache Accumulo PMC,mailto:dev@accumulo.apache.org,1.8.0,2016-09-06
accumulo,Apache Accumulo,big-data,"The Apache Accumulo sorted, distributed key/value store is
      based on Google's BigTable design. It is built on top of Apache Hadoop,
      Apache Zookeeper, and Apache Thrift. It features a few novel improvements
      on the BigTable design in the form of cell-level access labels and a
      server-side programming mechanism that can modify key/value pairs at
      various points in the data management process.",https://accumulo.apache.org/doap/accumulo.rdf,https://accumulo.apache.org/downloads,https://accumulo.apache.org,http://usefulinc.com/doap/licenses/asl20,Java,https://accumulo.apache.org/contact-us,['https://gitbox.apache.org/repos/asf/accumulo.git'],https://github.com/apache/accumulo/issues,Apache Accumulo PMC,mailto:dev@accumulo.apache.org,1.7.2,2016-06-22
accumulo,Apache Accumulo,big-data,"The Apache Accumulo sorted, distributed key/value store is
      based on Google's BigTable design. It is built on top of Apache Hadoop,
      Apache Zookeeper, and Apache Thrift. It features a few novel improvements
      on the BigTable design in the form of cell-level access labels and a
      server-side programming mechanism that can modify key/value pairs at
      various points in the data management process.",https://accumulo.apache.org/doap/accumulo.rdf,https://accumulo.apache.org/downloads,https://accumulo.apache.org,http://usefulinc.com/doap/licenses/asl20,Java,https://accumulo.apache.org/contact-us,['https://gitbox.apache.org/repos/asf/accumulo.git'],https://github.com/apache/accumulo/issues,Apache Accumulo PMC,mailto:dev@accumulo.apache.org,1.7.1,2016-02-26
accumulo,Apache Accumulo,big-data,"The Apache Accumulo sorted, distributed key/value store is
      based on Google's BigTable design. It is built on top of Apache Hadoop,
      Apache Zookeeper, and Apache Thrift. It features a few novel improvements
      on the BigTable design in the form of cell-level access labels and a
      server-side programming mechanism that can modify key/value pairs at
      various points in the data management process.",https://accumulo.apache.org/doap/accumulo.rdf,https://accumulo.apache.org/downloads,https://accumulo.apache.org,http://usefulinc.com/doap/licenses/asl20,Java,https://accumulo.apache.org/contact-us,['https://gitbox.apache.org/repos/asf/accumulo.git'],https://github.com/apache/accumulo/issues,Apache Accumulo PMC,mailto:dev@accumulo.apache.org,1.6.5,2016-02-17
accumulo,Apache Accumulo,big-data,"The Apache Accumulo sorted, distributed key/value store is
      based on Google's BigTable design. It is built on top of Apache Hadoop,
      Apache Zookeeper, and Apache Thrift. It features a few novel improvements
      on the BigTable design in the form of cell-level access labels and a
      server-side programming mechanism that can modify key/value pairs at
      various points in the data management process.",https://accumulo.apache.org/doap/accumulo.rdf,https://accumulo.apache.org/downloads,https://accumulo.apache.org,http://usefulinc.com/doap/licenses/asl20,Java,https://accumulo.apache.org/contact-us,['https://gitbox.apache.org/repos/asf/accumulo.git'],https://github.com/apache/accumulo/issues,Apache Accumulo PMC,mailto:dev@accumulo.apache.org,1.6.4,2015-10-03
accumulo,Apache Accumulo,big-data,"The Apache Accumulo sorted, distributed key/value store is
      based on Google's BigTable design. It is built on top of Apache Hadoop,
      Apache Zookeeper, and Apache Thrift. It features a few novel improvements
      on the BigTable design in the form of cell-level access labels and a
      server-side programming mechanism that can modify key/value pairs at
      various points in the data management process.",https://accumulo.apache.org/doap/accumulo.rdf,https://accumulo.apache.org/downloads,https://accumulo.apache.org,http://usefulinc.com/doap/licenses/asl20,Java,https://accumulo.apache.org/contact-us,['https://gitbox.apache.org/repos/asf/accumulo.git'],https://github.com/apache/accumulo/issues,Apache Accumulo PMC,mailto:dev@accumulo.apache.org,1.5.4,2015-09-21
accumulo,Apache Accumulo,big-data,"The Apache Accumulo sorted, distributed key/value store is
      based on Google's BigTable design. It is built on top of Apache Hadoop,
      Apache Zookeeper, and Apache Thrift. It features a few novel improvements
      on the BigTable design in the form of cell-level access labels and a
      server-side programming mechanism that can modify key/value pairs at
      various points in the data management process.",https://accumulo.apache.org/doap/accumulo.rdf,https://accumulo.apache.org/downloads,https://accumulo.apache.org,http://usefulinc.com/doap/licenses/asl20,Java,https://accumulo.apache.org/contact-us,['https://gitbox.apache.org/repos/asf/accumulo.git'],https://github.com/apache/accumulo/issues,Apache Accumulo PMC,mailto:dev@accumulo.apache.org,1.6.3,2015-07-04
accumulo,Apache Accumulo,big-data,"The Apache Accumulo sorted, distributed key/value store is
      based on Google's BigTable design. It is built on top of Apache Hadoop,
      Apache Zookeeper, and Apache Thrift. It features a few novel improvements
      on the BigTable design in the form of cell-level access labels and a
      server-side programming mechanism that can modify key/value pairs at
      various points in the data management process.",https://accumulo.apache.org/doap/accumulo.rdf,https://accumulo.apache.org/downloads,https://accumulo.apache.org,http://usefulinc.com/doap/licenses/asl20,Java,https://accumulo.apache.org/contact-us,['https://gitbox.apache.org/repos/asf/accumulo.git'],https://github.com/apache/accumulo/issues,Apache Accumulo PMC,mailto:dev@accumulo.apache.org,1.5.3,2015-06-25
accumulo,Apache Accumulo,big-data,"The Apache Accumulo sorted, distributed key/value store is
      based on Google's BigTable design. It is built on top of Apache Hadoop,
      Apache Zookeeper, and Apache Thrift. It features a few novel improvements
      on the BigTable design in the form of cell-level access labels and a
      server-side programming mechanism that can modify key/value pairs at
      various points in the data management process.",https://accumulo.apache.org/doap/accumulo.rdf,https://accumulo.apache.org/downloads,https://accumulo.apache.org,http://usefulinc.com/doap/licenses/asl20,Java,https://accumulo.apache.org/contact-us,['https://gitbox.apache.org/repos/asf/accumulo.git'],https://github.com/apache/accumulo/issues,Apache Accumulo PMC,mailto:dev@accumulo.apache.org,1.7.0,2015-05-18
accumulo,Apache Accumulo,big-data,"The Apache Accumulo sorted, distributed key/value store is
      based on Google's BigTable design. It is built on top of Apache Hadoop,
      Apache Zookeeper, and Apache Thrift. It features a few novel improvements
      on the BigTable design in the form of cell-level access labels and a
      server-side programming mechanism that can modify key/value pairs at
      various points in the data management process.",https://accumulo.apache.org/doap/accumulo.rdf,https://accumulo.apache.org/downloads,https://accumulo.apache.org,http://usefulinc.com/doap/licenses/asl20,Java,https://accumulo.apache.org/contact-us,['https://gitbox.apache.org/repos/asf/accumulo.git'],https://github.com/apache/accumulo/issues,Apache Accumulo PMC,mailto:dev@accumulo.apache.org,1.6.2,2015-02-16
accumulo,Apache Accumulo,big-data,"The Apache Accumulo sorted, distributed key/value store is
      based on Google's BigTable design. It is built on top of Apache Hadoop,
      Apache Zookeeper, and Apache Thrift. It features a few novel improvements
      on the BigTable design in the form of cell-level access labels and a
      server-side programming mechanism that can modify key/value pairs at
      various points in the data management process.",https://accumulo.apache.org/doap/accumulo.rdf,https://accumulo.apache.org/downloads,https://accumulo.apache.org,http://usefulinc.com/doap/licenses/asl20,Java,https://accumulo.apache.org/contact-us,['https://gitbox.apache.org/repos/asf/accumulo.git'],https://github.com/apache/accumulo/issues,Apache Accumulo PMC,mailto:dev@accumulo.apache.org,1.6.1,2014-09-25
accumulo,Apache Accumulo,big-data,"The Apache Accumulo sorted, distributed key/value store is
      based on Google's BigTable design. It is built on top of Apache Hadoop,
      Apache Zookeeper, and Apache Thrift. It features a few novel improvements
      on the BigTable design in the form of cell-level access labels and a
      server-side programming mechanism that can modify key/value pairs at
      various points in the data management process.",https://accumulo.apache.org/doap/accumulo.rdf,https://accumulo.apache.org/downloads,https://accumulo.apache.org,http://usefulinc.com/doap/licenses/asl20,Java,https://accumulo.apache.org/contact-us,['https://gitbox.apache.org/repos/asf/accumulo.git'],https://github.com/apache/accumulo/issues,Apache Accumulo PMC,mailto:dev@accumulo.apache.org,1.5.2,2014-09-19
accumulo,Apache Accumulo,big-data,"The Apache Accumulo sorted, distributed key/value store is
      based on Google's BigTable design. It is built on top of Apache Hadoop,
      Apache Zookeeper, and Apache Thrift. It features a few novel improvements
      on the BigTable design in the form of cell-level access labels and a
      server-side programming mechanism that can modify key/value pairs at
      various points in the data management process.",https://accumulo.apache.org/doap/accumulo.rdf,https://accumulo.apache.org/downloads,https://accumulo.apache.org,http://usefulinc.com/doap/licenses/asl20,Java,https://accumulo.apache.org/contact-us,['https://gitbox.apache.org/repos/asf/accumulo.git'],https://github.com/apache/accumulo/issues,Apache Accumulo PMC,mailto:dev@accumulo.apache.org,1.6.0,2014-05-02
accumulo,Apache Accumulo,big-data,"The Apache Accumulo sorted, distributed key/value store is
      based on Google's BigTable design. It is built on top of Apache Hadoop,
      Apache Zookeeper, and Apache Thrift. It features a few novel improvements
      on the BigTable design in the form of cell-level access labels and a
      server-side programming mechanism that can modify key/value pairs at
      various points in the data management process.",https://accumulo.apache.org/doap/accumulo.rdf,https://accumulo.apache.org/downloads,https://accumulo.apache.org,http://usefulinc.com/doap/licenses/asl20,Java,https://accumulo.apache.org/contact-us,['https://gitbox.apache.org/repos/asf/accumulo.git'],https://github.com/apache/accumulo/issues,Apache Accumulo PMC,mailto:dev@accumulo.apache.org,1.4.5,2014-04-04
accumulo,Apache Accumulo,big-data,"The Apache Accumulo sorted, distributed key/value store is
      based on Google's BigTable design. It is built on top of Apache Hadoop,
      Apache Zookeeper, and Apache Thrift. It features a few novel improvements
      on the BigTable design in the form of cell-level access labels and a
      server-side programming mechanism that can modify key/value pairs at
      various points in the data management process.",https://accumulo.apache.org/doap/accumulo.rdf,https://accumulo.apache.org/downloads,https://accumulo.apache.org,http://usefulinc.com/doap/licenses/asl20,Java,https://accumulo.apache.org/contact-us,['https://gitbox.apache.org/repos/asf/accumulo.git'],https://github.com/apache/accumulo/issues,Apache Accumulo PMC,mailto:dev@accumulo.apache.org,1.5.1,2014-03-06
accumulo,Apache Accumulo,big-data,"The Apache Accumulo sorted, distributed key/value store is
      based on Google's BigTable design. It is built on top of Apache Hadoop,
      Apache Zookeeper, and Apache Thrift. It features a few novel improvements
      on the BigTable design in the form of cell-level access labels and a
      server-side programming mechanism that can modify key/value pairs at
      various points in the data management process.",https://accumulo.apache.org/doap/accumulo.rdf,https://accumulo.apache.org/downloads,https://accumulo.apache.org,http://usefulinc.com/doap/licenses/asl20,Java,https://accumulo.apache.org/contact-us,['https://gitbox.apache.org/repos/asf/accumulo.git'],https://github.com/apache/accumulo/issues,Apache Accumulo PMC,mailto:dev@accumulo.apache.org,1.4.4,2013-08-23
accumulo,Apache Accumulo,big-data,"The Apache Accumulo sorted, distributed key/value store is
      based on Google's BigTable design. It is built on top of Apache Hadoop,
      Apache Zookeeper, and Apache Thrift. It features a few novel improvements
      on the BigTable design in the form of cell-level access labels and a
      server-side programming mechanism that can modify key/value pairs at
      various points in the data management process.",https://accumulo.apache.org/doap/accumulo.rdf,https://accumulo.apache.org/downloads,https://accumulo.apache.org,http://usefulinc.com/doap/licenses/asl20,Java,https://accumulo.apache.org/contact-us,['https://gitbox.apache.org/repos/asf/accumulo.git'],https://github.com/apache/accumulo/issues,Apache Accumulo PMC,mailto:dev@accumulo.apache.org,1.5.0,2013-05-25
accumulo,Apache Accumulo,big-data,"The Apache Accumulo sorted, distributed key/value store is
      based on Google's BigTable design. It is built on top of Apache Hadoop,
      Apache Zookeeper, and Apache Thrift. It features a few novel improvements
      on the BigTable design in the form of cell-level access labels and a
      server-side programming mechanism that can modify key/value pairs at
      various points in the data management process.",https://accumulo.apache.org/doap/accumulo.rdf,https://accumulo.apache.org/downloads,https://accumulo.apache.org,http://usefulinc.com/doap/licenses/asl20,Java,https://accumulo.apache.org/contact-us,['https://gitbox.apache.org/repos/asf/accumulo.git'],https://github.com/apache/accumulo/issues,Apache Accumulo PMC,mailto:dev@accumulo.apache.org,1.4.3,2013-03-18
accumulo,Apache Accumulo,big-data,"The Apache Accumulo sorted, distributed key/value store is
      based on Google's BigTable design. It is built on top of Apache Hadoop,
      Apache Zookeeper, and Apache Thrift. It features a few novel improvements
      on the BigTable design in the form of cell-level access labels and a
      server-side programming mechanism that can modify key/value pairs at
      various points in the data management process.",https://accumulo.apache.org/doap/accumulo.rdf,https://accumulo.apache.org/downloads,https://accumulo.apache.org,http://usefulinc.com/doap/licenses/asl20,Java,https://accumulo.apache.org/contact-us,['https://gitbox.apache.org/repos/asf/accumulo.git'],https://github.com/apache/accumulo/issues,Apache Accumulo PMC,mailto:dev@accumulo.apache.org,1.4.2,2012-11-15
